Horario,Fecha,Sorteo,Numero
tarde,2022-12-29T19:30:00,20006,91
manana,2022-12-30T12:55:00,20007,71
mediaTarde,2022-12-30T16:30:00,20008,69
tarde,2022-12-30T19:30:00,20009,80
manana,2022-12-31T12:55:00,20010,72
tarde,2022-12-31T19:30:00,20011,76
manana,2023-01-02T12:55:00,20012,21
mediaTarde,2023-01-02T16:30:00,20013,28
tarde,2023-01-02T19:30:00,20014,51
manana,2023-01-03T12:55:00,20015,56
mediaTarde,2023-01-03T16:30:00,20016,65
tarde,2023-01-03T19:30:00,20017,40
manana,2023-01-04T12:55:00,20018,92
mediaTarde,2023-01-04T16:30:00,20019,46
tarde,2023-01-04T19:30:00,20020,90
manana,2023-01-05T12:55:00,20021,99
mediaTarde,2023-01-05T16:30:00,20022,55
tarde,2023-01-05T19:30:00,20023,6
manana,2023-01-06T12:55:00,20024,96
mediaTarde,2023-01-06T16:30:00,20025,88
tarde,2023-01-06T19:30:00,20026,18
manana,2023-01-07T12:55:00,20027,47
mediaTarde,2023-01-07T16:30:00,20028,9
tarde,2023-01-07T19:30:00,20029,83
manana,2023-01-08T12:55:00,20030,79
mediaTarde,2023-01-08T16:30:00,20031,36
tarde,2023-01-08T19:30:00,20032,20
manana,2023-01-09T12:55:00,20033,70
mediaTarde,2023-01-09T16:30:00,20034,1
tarde,2023-01-09T19:30:00,20035,82
manana,2023-01-10T12:55:00,20036,96
mediaTarde,2023-01-10T16:30:00,20037,92
tarde,2023-01-10T19:30:00,20038,82
manana,2023-01-11T12:55:00,20039,19
mediaTarde,2023-01-11T16:30:00,20040,86
tarde,2023-01-11T19:30:00,20041,76
manana,2023-01-12T12:55:00,20042,48
mediaTarde,2023-01-12T16:30:00,20043,61
tarde,2023-01-12T19:30:00,20044,74
manana,2023-01-13T12:55:00,20045,93
mediaTarde,2023-01-13T16:30:00,20046,53
tarde,2023-01-13T19:30:00,20047,4
manana,2023-01-14T12:55:00,20048,12
mediaTarde,2023-01-14T16:30:00,20049,66
tarde,2023-01-14T19:30:00,20050,68
manana,2023-01-15T12:55:00,20051,60
mediaTarde,2023-01-15T16:30:00,20052,98
tarde,2023-01-15T19:30:00,20053,81
manana,2023-01-16T12:55:00,20054,6
mediaTarde,2023-01-16T16:30:00,20055,83
tarde,2023-01-16T19:30:00,20056,99
manana,2023-01-17T12:55:00,20057,39
mediaTarde,2023-01-17T16:30:00,20058,1
tarde,2023-01-17T19:30:00,20059,49
manana,2023-01-18T12:55:00,20060,51
mediaTarde,2023-01-18T16:30:00,20061,17
tarde,2023-01-18T19:30:00,20062,92
manana,2023-01-19T12:55:00,20063,86
mediaTarde,2023-01-19T16:30:00,20064,64
tarde,2023-01-19T19:30:00,20065,42
manana,2023-01-20T12:55:00,20066,46
mediaTarde,2023-01-20T16:30:00,20067,14
tarde,2023-01-20T19:30:00,20068,6
manana,2023-01-21T12:55:00,20069,18
mediaTarde,2023-01-21T16:30:00,20070,57
tarde,2023-01-21T19:30:00,20071,94
manana,2023-01-22T12:55:00,20072,69
mediaTarde,2023-01-22T16:30:00,20073,22
tarde,2023-01-22T19:30:00,20074,78
manana,2023-01-23T12:55:00,20075,48
mediaTarde,2023-01-23T16:30:00,20076,92
tarde,2023-01-23T19:30:00,20077,59
manana,2023-01-24T12:55:00,20078,61
mediaTarde,2023-01-24T16:30:00,20079,67
tarde,2023-01-24T19:30:00,20080,76
manana,2023-01-25T12:55:00,20081,3
mediaTarde,2023-01-25T16:30:00,20082,78
tarde,2023-01-25T19:30:00,20083,23
manana,2023-01-26T12:55:00,20084,17
mediaTarde,2023-01-26T16:30:00,20085,67
tarde,2023-01-26T19:30:00,20086,93
manana,2023-01-27T12:55:00,20087,29
mediaTarde,2023-01-27T16:30:00,20088,84
tarde,2023-01-27T19:30:00,20089,72
manana,2023-01-28T12:55:00,20090,64
mediaTarde,2023-01-28T16:30:00,20091,3
tarde,2023-01-28T19:30:00,20092,71
manana,2023-01-29T12:55:00,20093,6
mediaTarde,2023-01-29T16:30:00,20094,59
tarde,2023-01-29T19:30:00,20095,60
manana,2023-01-30T12:55:00,20096,9
mediaTarde,2023-01-30T16:30:00,20097,44
tarde,2023-01-30T19:30:00,20098,4
manana,2023-01-31T12:55:00,20099,82
mediaTarde,2023-01-31T16:30:00,20100,53
tarde,2023-01-31T19:30:00,20101,33
manana,2023-02-01T12:55:00,20102,96
mediaTarde,2023-02-01T16:30:00,20103,16
tarde,2023-02-01T19:30:00,20104,53
manana,2023-02-02T12:55:00,20105,41
mediaTarde,2023-02-02T16:30:00,20106,67
tarde,2023-02-02T19:30:00,20107,5
manana,2023-02-03T12:55:00,20108,21
mediaTarde,2023-02-03T16:30:00,20109,16
tarde,2023-02-03T19:30:00,20110,89
manana,2023-02-04T12:55:00,20111,58
mediaTarde,2023-02-04T16:30:00,20112,48
tarde,2023-02-04T19:30:00,20113,96
manana,2023-02-05T12:55:00,20114,74
mediaTarde,2023-02-05T16:30:00,20115,2
tarde,2023-02-05T19:30:00,20116,78
manana,2023-02-06T12:55:00,20117,15
mediaTarde,2023-02-06T16:30:00,20118,29
tarde,2023-02-06T19:30:00,20119,33
manana,2023-02-07T12:55:00,20120,45
mediaTarde,2023-02-07T16:30:00,20121,6
tarde,2023-02-07T19:30:00,20122,59
manana,2023-02-08T12:55:00,20123,69
mediaTarde,2023-02-08T16:30:00,20124,97
tarde,2023-02-08T19:30:00,20125,32
manana,2023-02-09T12:55:00,20126,3
mediaTarde,2023-02-09T16:30:00,20127,73
tarde,2023-02-09T19:30:00,20128,83
manana,2023-02-10T12:55:00,20129,99
mediaTarde,2023-02-10T16:30:00,20130,8
tarde,2023-02-10T19:30:00,20131,5
manana,2023-02-11T12:55:00,20132,26
mediaTarde,2023-02-11T16:30:00,20133,41
tarde,2023-02-11T19:30:00,20134,13
manana,2023-02-12T12:55:00,20135,34
mediaTarde,2023-02-12T16:30:00,20136,60
tarde,2023-02-12T19:30:00,20137,12
manana,2023-02-13T12:55:00,20138,53
mediaTarde,2023-02-13T16:30:00,20139,26
tarde,2023-02-13T19:30:00,20140,4
manana,2023-02-14T12:55:00,20141,45
mediaTarde,2023-02-14T16:30:00,20142,76
tarde,2023-02-14T19:30:00,20143,50
manana,2023-02-15T12:55:00,20144,51
mediaTarde,2023-02-15T16:30:00,20145,87
tarde,2023-02-15T19:30:00,20146,85
manana,2023-02-16T12:55:00,20147,45
mediaTarde,2023-02-16T16:30:00,20148,95
tarde,2023-02-16T19:30:00,20149,25
manana,2023-02-17T12:55:00,20150,88
mediaTarde,2023-02-17T16:30:00,20151,53
tarde,2023-02-17T19:30:00,20152,61
manana,2023-02-18T12:55:00,20153,78
mediaTarde,2023-02-18T16:30:00,20154,23
tarde,2023-02-18T19:30:00,20155,68
manana,2023-02-19T12:55:00,20156,46
mediaTarde,2023-02-19T16:30:00,20157,93
tarde,2023-02-19T19:30:00,20158,54
manana,2023-02-20T12:55:00,20159,63
mediaTarde,2023-02-20T16:30:00,20160,56
tarde,2023-02-20T19:30:00,20161,41
manana,2023-02-21T12:55:00,20162,8
mediaTarde,2023-02-21T16:30:00,20163,57
tarde,2023-02-21T19:30:00,20164,58
manana,2023-02-22T12:55:00,20165,45
mediaTarde,2023-02-22T16:30:00,20166,65
tarde,2023-02-22T19:30:00,20167,38
manana,2023-02-23T12:55:00,20168,97
mediaTarde,2023-02-23T16:30:00,20169,44
tarde,2023-02-23T19:30:00,20170,38
manana,2023-02-24T12:55:00,20171,16
mediaTarde,2023-02-24T16:30:00,20172,73
tarde,2023-02-24T19:30:00,20173,57
manana,2023-02-25T12:55:00,20174,35
mediaTarde,2023-02-25T16:30:00,20175,43
tarde,2023-02-25T19:30:00,20176,90
manana,2023-02-26T12:55:00,20177,7
mediaTarde,2023-02-26T16:30:00,20178,94
tarde,2023-02-26T19:30:00,20179,67
manana,2023-02-27T12:55:00,20180,46
mediaTarde,2023-02-27T16:30:00,20181,30
tarde,2023-02-27T19:30:00,20182,29
manana,2023-02-28T12:55:00,20183,62
mediaTarde,2023-02-28T16:30:00,20184,50
tarde,2023-02-28T19:30:00,20185,64
manana,2023-03-01T12:55:00,20186,87
mediaTarde,2023-03-01T16:30:00,20187,78
tarde,2023-03-01T19:30:00,20188,9
manana,2023-03-02T12:55:00,20189,19
mediaTarde,2023-03-02T16:30:00,20190,42
tarde,2023-03-02T19:30:00,20191,42
manana,2023-03-03T12:55:00,20192,39
mediaTarde,2023-03-03T16:30:00,20193,22
tarde,2023-03-03T19:30:00,20194,97
manana,2023-03-04T12:55:00,20195,39
mediaTarde,2023-03-04T16:30:00,20196,85
tarde,2023-03-04T19:30:00,20197,45
manana,2023-03-05T12:55:00,20198,57
mediaTarde,2023-03-05T16:30:00,20199,2
tarde,2023-03-05T19:30:00,20200,14
manana,2023-03-06T12:55:00,20201,97
mediaTarde,2023-03-06T16:30:00,20202,0
tarde,2023-03-06T19:30:00,20203,73
manana,2023-03-07T12:55:00,20204,67
mediaTarde,2023-03-07T16:30:00,20205,38
tarde,2023-03-07T19:30:00,20206,87
manana,2023-03-08T12:55:00,20207,64
mediaTarde,2023-03-08T16:30:00,20208,4
tarde,2023-03-08T19:30:00,20209,36
manana,2023-03-09T12:55:00,20210,40
mediaTarde,2023-03-09T16:30:00,20211,41
tarde,2023-03-09T19:30:00,20212,77
manana,2023-03-10T12:55:00,20213,90
mediaTarde,2023-03-10T16:30:00,20214,46
tarde,2023-03-10T19:30:00,20215,13
manana,2023-03-11T12:55:00,20216,2
mediaTarde,2023-03-11T16:30:00,20217,26
tarde,2023-03-11T19:30:00,20218,4
manana,2023-03-12T12:55:00,20219,8
mediaTarde,2023-03-12T16:30:00,20220,86
tarde,2023-03-12T19:30:00,20221,46
manana,2023-03-13T12:55:00,20222,11
mediaTarde,2023-03-13T16:30:00,20223,12
tarde,2023-03-13T19:30:00,20224,37
manana,2023-03-14T12:55:00,20225,42
mediaTarde,2023-03-14T16:30:00,20226,49
tarde,2023-03-14T19:30:00,20227,32
manana,2023-03-15T12:55:00,20228,28
mediaTarde,2023-03-15T16:30:00,20229,37
tarde,2023-03-15T19:30:00,20230,31
manana,2023-03-16T12:55:00,20231,4
mediaTarde,2023-03-16T16:30:00,20232,87
tarde,2023-03-16T19:30:00,20233,2
manana,2023-03-17T12:55:00,20234,18
mediaTarde,2023-03-17T16:30:00,20235,24
tarde,2023-03-17T19:30:00,20236,44
manana,2023-03-18T12:55:00,20237,5
mediaTarde,2023-03-18T16:30:00,20238,29
tarde,2023-03-18T19:30:00,20239,27
manana,2023-03-19T12:55:00,20240,11
mediaTarde,2023-03-19T16:30:00,20241,75
tarde,2023-03-19T19:30:00,20242,0
manana,2023-03-20T12:55:00,20243,32
mediaTarde,2023-03-20T16:30:00,20244,14
tarde,2023-03-20T19:30:00,20245,9
manana,2023-03-21T12:55:00,20246,16
mediaTarde,2023-03-21T16:30:00,20247,82
tarde,2023-03-21T19:30:00,20248,67
manana,2023-03-22T12:55:00,20249,13
mediaTarde,2023-03-22T16:30:00,20250,65
tarde,2023-03-22T19:30:00,20251,40
manana,2023-03-23T12:55:00,20252,13
mediaTarde,2023-03-23T16:30:00,20253,93
tarde,2023-03-23T19:30:00,20254,43
manana,2023-03-24T12:55:00,20255,34
mediaTarde,2023-03-24T16:30:00,20256,57
tarde,2023-03-24T19:30:00,20257,7
manana,2023-03-25T12:55:00,20258,82
mediaTarde,2023-03-25T16:30:00,20259,51
tarde,2023-03-25T19:30:00,20260,61
manana,2023-03-26T12:55:00,20261,85
mediaTarde,2023-03-26T16:30:00,20262,37
tarde,2023-03-26T19:30:00,20263,16
manana,2023-03-27T12:55:00,20264,39
mediaTarde,2023-03-27T16:30:00,20265,83
tarde,2023-03-27T19:30:00,20266,22
manana,2023-03-28T12:55:00,20267,93
mediaTarde,2023-03-28T16:30:00,20268,99
tarde,2023-03-28T19:30:00,20269,7
manana,2023-03-29T12:55:00,20270,23
mediaTarde,2023-03-29T16:30:00,20271,93
tarde,2023-03-29T19:30:00,20272,23
manana,2023-03-30T12:55:00,20273,8
mediaTarde,2023-03-30T16:30:00,20274,97
tarde,2023-03-30T19:30:00,20275,96
manana,2023-03-31T12:55:00,20276,49
mediaTarde,2023-03-31T16:30:00,20277,29
tarde,2023-03-31T19:30:00,20278,94
manana,2023-04-01T12:55:00,20279,16
mediaTarde,2023-04-01T16:30:00,20280,90
tarde,2023-04-01T19:30:00,20281,12
manana,2023-04-02T12:55:00,20282,28
mediaTarde,2023-04-02T16:30:00,20283,21
tarde,2023-04-02T19:30:00,20284,58
manana,2023-04-03T12:55:00,20285,26
mediaTarde,2023-04-03T16:30:00,20286,49
tarde,2023-04-03T19:30:00,20287,45
manana,2023-04-04T12:55:00,20288,19
mediaTarde,2023-04-04T16:30:00,20289,87
tarde,2023-04-04T19:30:00,20290,83
manana,2023-04-05T12:55:00,20291,51
mediaTarde,2023-04-05T16:30:00,20292,14
tarde,2023-04-05T19:30:00,20293,74
manana,2023-04-10T12:55:00,20294,15
mediaTarde,2023-04-10T16:30:00,20295,56
tarde,2023-04-10T19:30:00,20296,3
manana,2023-04-11T12:55:00,20297,92
mediaTarde,2023-04-11T16:30:00,20298,91
tarde,2023-04-11T19:30:00,20299,34
manana,2023-04-12T12:55:00,20300,95
mediaTarde,2023-04-12T16:30:00,20301,91
tarde,2023-04-12T19:30:00,20302,33
manana,2023-04-13T12:55:00,20303,43
mediaTarde,2023-04-13T16:30:00,20304,85
tarde,2023-04-13T19:30:00,20305,1
manana,2023-04-14T12:55:00,20306,50
mediaTarde,2023-04-14T16:30:00,20307,43
tarde,2023-04-14T19:30:00,20308,69
manana,2023-04-15T12:55:00,20309,46
mediaTarde,2023-04-15T16:30:00,20310,15
tarde,2023-04-15T19:30:00,20311,83
manana,2023-04-16T12:55:00,20312,9
mediaTarde,2023-04-16T16:30:00,20313,7
tarde,2023-04-16T19:30:00,20314,63
manana,2023-04-17T12:55:00,20315,25
mediaTarde,2023-04-17T16:30:00,20316,55
tarde,2023-04-17T19:30:00,20317,68
manana,2023-04-18T12:55:00,20318,61
mediaTarde,2023-04-18T16:30:00,20319,59
tarde,2023-04-18T19:30:00,20320,26
manana,2023-04-19T12:55:00,20321,57
mediaTarde,2023-04-19T16:30:00,20322,62
tarde,2023-04-19T19:30:00,20323,77
manana,2023-04-20T12:55:00,20324,82
mediaTarde,2023-04-20T16:30:00,20325,58
tarde,2023-04-20T19:30:00,20326,21
manana,2023-04-21T12:55:00,20327,71
mediaTarde,2023-04-21T16:30:00,20328,22
tarde,2023-04-21T19:30:00,20329,86
manana,2023-04-22T12:55:00,20330,82
mediaTarde,2023-04-22T16:30:00,20331,53
tarde,2023-04-22T19:30:00,20332,75
manana,2023-04-23T12:55:00,20333,75
mediaTarde,2023-04-23T16:30:00,20334,73
tarde,2023-04-23T19:30:00,20335,81
manana,2023-04-24T12:55:00,20336,73
mediaTarde,2023-04-24T16:30:00,20337,62
tarde,2023-04-24T19:30:00,20338,20
manana,2023-04-25T12:55:00,20339,75
mediaTarde,2023-04-25T16:30:00,20340,16
tarde,2023-04-25T19:30:00,20341,11
manana,2023-04-26T12:55:00,20342,86
mediaTarde,2023-04-26T16:30:00,20343,79
tarde,2023-04-26T19:30:00,20344,55
manana,2023-04-27T12:55:00,20345,71
mediaTarde,2023-04-27T16:30:00,20346,87
tarde,2023-04-27T19:30:00,20347,32
manana,2023-04-28T12:55:00,20348,73
mediaTarde,2023-04-28T16:30:00,20349,36
tarde,2023-04-28T19:30:00,20350,4
manana,2023-04-29T12:55:00,20351,25
mediaTarde,2023-04-29T16:30:00,20352,70
tarde,2023-04-29T19:30:00,20353,61
manana,2023-04-30T12:55:00,20354,65
mediaTarde,2023-04-30T16:30:00,20355,29
tarde,2023-04-30T19:30:00,20356,96
manana,2023-05-01T12:55:00,20357,65
mediaTarde,2023-05-01T16:30:00,20358,31
tarde,2023-05-01T19:30:00,20359,25
manana,2023-05-02T12:55:00,20360,67
mediaTarde,2023-05-02T16:30:00,20361,83
tarde,2023-05-02T19:30:00,20362,51
manana,2023-05-03T12:55:00,20363,80
mediaTarde,2023-05-03T16:30:00,20364,68
tarde,2023-05-03T19:30:00,20365,25
manana,2023-05-04T12:55:00,20366,6
mediaTarde,2023-05-04T16:30:00,20367,46
tarde,2023-05-04T19:30:00,20368,2
manana,2023-05-05T12:55:00,20369,66
mediaTarde,2023-05-05T16:30:00,20370,5
tarde,2023-05-05T19:30:00,20371,30
manana,2023-05-06T12:55:00,20372,68
mediaTarde,2023-05-06T16:30:00,20373,6
tarde,2023-05-06T19:30:00,20374,71
manana,2023-05-07T12:55:00,20375,78
mediaTarde,2023-05-07T16:30:00,20376,7
tarde,2023-05-07T19:30:00,20377,16
manana,2023-05-08T12:55:00,20378,85
mediaTarde,2023-05-08T16:30:00,20379,40
tarde,2023-05-08T19:30:00,20380,69
manana,2023-05-09T12:55:00,20381,52
mediaTarde,2023-05-09T16:30:00,20382,89
tarde,2023-05-09T19:30:00,20383,47
manana,2023-05-10T12:55:00,20384,76
mediaTarde,2023-05-10T16:30:00,20385,17
tarde,2023-05-10T19:30:00,20386,82
manana,2023-05-11T12:55:00,20387,2
mediaTarde,2023-05-11T16:30:00,20388,2
tarde,2023-05-11T19:30:00,20389,73
manana,2023-05-12T12:55:00,20390,69
mediaTarde,2023-05-12T16:30:00,20391,88
tarde,2023-05-12T19:30:00,20392,26
manana,2023-05-13T12:55:00,20393,56
mediaTarde,2023-05-13T16:30:00,20394,95
tarde,2023-05-13T19:30:00,20395,2
manana,2023-05-14T12:55:00,20396,92
mediaTarde,2023-05-14T16:30:00,20397,64
tarde,2023-05-14T19:30:00,20398,90
manana,2023-05-15T12:55:00,20399,20
mediaTarde,2023-05-15T16:30:00,20400,79
tarde,2023-05-15T19:30:00,20401,12
manana,2023-05-16T12:55:00,20402,85
mediaTarde,2023-05-16T16:30:00,20403,87
tarde,2023-05-16T19:30:00,20404,79
manana,2023-05-17T12:55:00,20405,78
mediaTarde,2023-05-17T16:30:00,20406,69
tarde,2023-05-17T19:30:00,20407,20
manana,2023-05-18T12:55:00,20408,31
mediaTarde,2023-05-18T16:30:00,20409,51
tarde,2023-05-18T19:30:00,20410,54
manana,2023-05-19T12:55:00,20411,24
mediaTarde,2023-05-19T16:30:00,20412,69
tarde,2023-05-19T19:30:00,20413,57
manana,2023-05-20T12:55:00,20414,98
mediaTarde,2023-05-20T16:30:00,20415,65
tarde,2023-05-20T19:30:00,20416,80
manana,2023-05-21T12:55:00,20417,55
mediaTarde,2023-05-21T16:30:00,20418,23
tarde,2023-05-21T19:30:00,20419,55
manana,2023-05-22T12:55:00,20420,13
mediaTarde,2023-05-22T16:30:00,20421,95
tarde,2023-05-22T19:30:00,20422,31
manana,2023-05-23T12:55:00,20423,22
mediaTarde,2023-05-23T16:30:00,20424,83
tarde,2023-05-23T19:30:00,20425,89
manana,2023-05-24T12:55:00,20426,90
mediaTarde,2023-05-24T16:30:00,20427,70
tarde,2023-05-24T19:30:00,20428,75
manana,2023-05-25T12:55:00,20429,61
mediaTarde,2023-05-25T16:30:00,20430,30
tarde,2023-05-25T19:30:00,20431,52
manana,2023-05-26T12:55:00,20432,61
mediaTarde,2023-05-26T16:30:00,20433,98
tarde,2023-05-26T19:30:00,20434,60
manana,2023-05-27T12:55:00,20435,80
mediaTarde,2023-05-27T16:30:00,20436,9
tarde,2023-05-27T19:30:00,20437,13
manana,2023-05-28T12:55:00,20438,2
mediaTarde,2023-05-28T16:30:00,20439,64
tarde,2023-05-28T19:30:00,20440,22
manana,2023-05-29T12:55:00,20441,27
mediaTarde,2023-05-29T16:30:00,20442,92
tarde,2023-05-29T19:30:00,20443,21
manana,2023-05-30T12:55:00,20444,16
mediaTarde,2023-05-30T16:30:00,20445,35
tarde,2023-05-30T19:30:00,20446,90
manana,2023-05-31T12:55:00,20447,35
mediaTarde,2023-05-31T16:30:00,20448,15
tarde,2023-05-31T19:30:00,20449,83
manana,2023-06-01T12:55:00,20450,45
mediaTarde,2023-06-01T16:30:00,20451,32
tarde,2023-06-01T19:30:00,20452,91
manana,2023-06-02T12:55:00,20453,95
mediaTarde,2023-06-02T16:30:00,20454,45
tarde,2023-06-02T19:30:00,20455,18
manana,2023-06-03T12:55:00,20456,96
mediaTarde,2023-06-03T16:30:00,20457,2
tarde,2023-06-03T19:30:00,20458,52
manana,2023-06-04T12:55:00,20459,62
mediaTarde,2023-06-04T16:30:00,20460,14
tarde,2023-06-04T19:30:00,20461,87
manana,2023-06-05T12:55:00,20462,75
mediaTarde,2023-06-05T16:30:00,20463,53
tarde,2023-06-05T19:30:00,20464,21
manana,2023-06-06T12:55:00,20465,49
mediaTarde,2023-06-06T16:30:00,20466,56
tarde,2023-06-06T19:30:00,20467,83
manana,2023-06-07T12:55:00,20468,80
mediaTarde,2023-06-07T16:30:00,20469,32
tarde,2023-06-07T19:30:00,20470,69
manana,2023-06-08T12:55:00,20471,10
mediaTarde,2023-06-08T16:30:00,20472,16
tarde,2023-06-08T19:30:00,20473,87
manana,2023-06-09T12:55:00,20474,1
mediaTarde,2023-06-09T16:30:00,20475,66
tarde,2023-06-09T19:30:00,20476,10
manana,2023-06-10T12:55:00,20477,29
mediaTarde,2023-06-10T16:30:00,20478,15
tarde,2023-06-10T19:30:00,20479,84
manana,2023-06-11T12:55:00,20480,70
mediaTarde,2023-06-11T16:30:00,20481,84
tarde,2023-06-11T19:30:00,20482,12
manana,2023-06-12T12:55:00,20483,8
mediaTarde,2023-06-12T16:30:00,20484,84
tarde,2023-06-12T19:30:00,20485,5
manana,2023-06-13T12:55:00,20486,58
mediaTarde,2023-06-13T16:30:00,20487,81
tarde,2023-06-13T19:30:00,20488,23
manana,2023-06-14T12:55:00,20489,23
mediaTarde,2023-06-14T16:30:00,20490,23
tarde,2023-06-14T19:30:00,20491,56
manana,2023-06-15T12:55:00,20492,94
mediaTarde,2023-06-15T16:30:00,20493,86
tarde,2023-06-15T19:30:00,20494,79
manana,2023-06-16T12:55:00,20495,86
mediaTarde,2023-06-16T16:30:00,20496,68
tarde,2023-06-16T19:30:00,20497,91
manana,2023-06-17T12:55:00,20498,93
mediaTarde,2023-06-17T16:30:00,20499,4
tarde,2023-06-17T19:30:00,20500,7
manana,2023-06-18T12:55:00,20501,81
mediaTarde,2023-06-18T16:30:00,20502,99
tarde,2023-06-18T19:30:00,20503,85
manana,2023-06-19T12:55:00,20504,28
mediaTarde,2023-06-19T16:30:00,20505,16
tarde,2023-06-19T19:30:00,20506,84
manana,2023-06-20T12:55:00,20507,63
mediaTarde,2023-06-20T16:30:00,20508,0
tarde,2023-06-20T19:30:00,20509,76
manana,2023-06-21T12:55:00,20510,90
mediaTarde,2023-06-21T16:30:00,20511,66
tarde,2023-06-21T19:30:00,20512,96
manana,2023-06-22T12:55:00,20513,13
mediaTarde,2023-06-22T16:30:00,20514,46
tarde,2023-06-22T19:30:00,20515,79
manana,2023-06-23T12:55:00,20516,41
mediaTarde,2023-06-23T16:30:00,20517,21
tarde,2023-06-23T19:30:00,20518,27
manana,2023-06-24T12:55:00,20519,56
mediaTarde,2023-06-24T16:30:00,20520,9
tarde,2023-06-24T19:30:00,20521,64
manana,2023-06-25T12:55:00,20522,94
mediaTarde,2023-06-25T16:30:00,20523,77
tarde,2023-06-25T19:30:00,20524,59
manana,2023-06-26T12:55:00,20525,53
mediaTarde,2023-06-26T16:30:00,20526,62
tarde,2023-06-26T19:30:00,20527,30
manana,2023-06-27T12:55:00,20528,0
mediaTarde,2023-06-27T16:30:00,20529,35
tarde,2023-06-27T19:30:00,20530,66
manana,2023-06-28T12:55:00,20531,54
mediaTarde,2023-06-28T16:30:00,20532,39
tarde,2023-06-28T19:30:00,20533,22
manana,2023-06-29T12:55:00,20534,40
mediaTarde,2023-06-29T16:30:00,20535,88
tarde,2023-06-29T19:30:00,20536,21
manana,2023-06-30T12:55:00,20537,74
mediaTarde,2023-06-30T16:30:00,20538,29
tarde,2023-06-30T19:30:00,20539,31
manana,2023-07-01T12:55:00,20540,74
mediaTarde,2023-07-01T16:30:00,20541,39
tarde,2023-07-01T19:30:00,20542,7
manana,2023-07-02T12:55:00,20543,53
mediaTarde,2023-07-02T16:30:00,20544,71
tarde,2023-07-02T19:30:00,20545,92
manana,2023-07-03T12:55:00,20546,86
mediaTarde,2023-07-03T16:30:00,20547,78
tarde,2023-07-03T19:30:00,20548,57
manana,2023-07-04T12:55:00,20549,68
mediaTarde,2023-07-04T16:30:00,20550,10
tarde,2023-07-04T19:30:00,20551,92
manana,2023-07-05T12:55:00,20552,56
mediaTarde,2023-07-05T16:30:00,20553,61
tarde,2023-07-05T19:30:00,20554,92
manana,2023-07-06T12:55:00,20555,35
mediaTarde,2023-07-06T16:30:00,20556,21
tarde,2023-07-06T19:30:00,20557,4
manana,2023-07-07T12:55:00,20558,5
mediaTarde,2023-07-07T16:30:00,20559,55
tarde,2023-07-07T19:30:00,20560,41
manana,2023-07-08T12:55:00,20561,34
mediaTarde,2023-07-08T16:30:00,20562,6
tarde,2023-07-08T19:30:00,20563,38
manana,2023-07-09T12:55:00,20564,80
mediaTarde,2023-07-09T16:30:00,20565,21
tarde,2023-07-09T19:30:00,20566,83
manana,2023-07-10T12:55:00,20567,48
mediaTarde,2023-07-10T16:30:00,20568,19
tarde,2023-07-10T19:30:00,20569,86
manana,2023-07-11T12:55:00,20570,10
mediaTarde,2023-07-11T16:30:00,20571,56
tarde,2023-07-11T19:30:00,20572,18
manana,2023-07-12T12:55:00,20573,96
mediaTarde,2023-07-12T16:30:00,20574,16
tarde,2023-07-12T19:30:00,20575,94
manana,2023-07-13T12:55:00,20576,98
mediaTarde,2023-07-13T16:30:00,20577,73
tarde,2023-07-13T19:30:00,20578,24
manana,2023-07-14T12:55:00,20579,6
mediaTarde,2023-07-14T16:30:00,20580,33
tarde,2023-07-14T19:30:00,20581,91
manana,2023-07-15T12:55:00,20582,43
mediaTarde,2023-07-15T16:30:00,20583,1
tarde,2023-07-15T19:30:00,20584,79
manana,2023-07-16T12:55:00,20585,44
mediaTarde,2023-07-16T16:30:00,20586,12
tarde,2023-07-16T19:30:00,20587,19
manana,2023-07-17T12:55:00,20588,60
mediaTarde,2023-07-17T16:30:00,20589,81
tarde,2023-07-17T19:30:00,20590,22
manana,2023-07-18T12:55:00,20591,15
mediaTarde,2023-07-18T16:30:00,20592,72
tarde,2023-07-18T19:30:00,20593,74
manana,2023-07-19T12:55:00,20594,61
mediaTarde,2023-07-19T16:30:00,20595,25
tarde,2023-07-19T19:30:00,20596,75
manana,2023-07-20T12:55:00,20597,12
mediaTarde,2023-07-20T16:30:00,20598,85
tarde,2023-07-20T19:30:00,20599,61
manana,2023-07-21T12:55:00,20600,39
mediaTarde,2023-07-21T16:30:00,20601,89
tarde,2023-07-21T19:30:00,20602,30
manana,2023-07-22T12:55:00,20603,52
mediaTarde,2023-07-22T16:30:00,20604,42
tarde,2023-07-22T19:30:00,20605,28
manana,2023-07-23T12:55:00,20606,28
mediaTarde,2023-07-23T16:30:00,20607,36
tarde,2023-07-23T19:30:00,20608,60
manana,2023-07-24T12:55:00,20609,91
mediaTarde,2023-07-24T16:30:00,20610,39
tarde,2023-07-24T19:30:00,20611,55
manana,2023-07-25T12:55:00,20612,15
mediaTarde,2023-07-25T16:30:00,20613,82
tarde,2023-07-25T19:30:00,20614,29
manana,2023-07-26T12:55:00,20615,49
mediaTarde,2023-07-26T16:30:00,20616,32
tarde,2023-07-26T19:30:00,20617,92
manana,2023-07-27T12:55:00,20618,76
mediaTarde,2023-07-27T16:30:00,20619,20
tarde,2023-07-27T19:30:00,20620,97
manana,2023-07-28T12:55:00,20621,91
